C_CUSTKEY	C_NAME	C_ADDRESS	C_NATIONKEY	C_PHONE	C_ACCTBAL	C_MKTSEGMENT	C_COMMENT
7501	Customer#000007501	tTZTsmXn9T0yAJAOP02IbmDBG QjII7o	16	26-493-500-8262	99.28	MACHINERY 	slyly ironic packages detect. accounts slee
7502	Customer#000007502	LNC DcG,dEAIAcq02z3wb9v 3rDtJyq	3	13-736-417-5533	5563.05	MACHINERY 	unusual, final foxes haggle furiously regular accounts? ironic f
7503	Customer#000007503	9IdoJ2K6SoWAC9Kp6nX6cqdmlwFkrW8L f4iaoXl	12	22-800-466-6089	7162.98	MACHINERY 	fluffily ironic instructions wake carefully special requests
7504	Customer#000007504	ILctwJT82kyqzGYFe	21	31-255-571-9750	2171.95	MACHINERY 	carefully express deposits are quickly around the slyly final requests. slyly 
7505	Customer#000007505	cTOl7Mv FL	10	20-441-150-7721	3861.96	FURNITURE 	quickly enticing foxes toward the packages detect
7506	Customer#000007506	C7IEb4 A7Q80xprvB E9pCPa4vri,QnlK0,H	0	10-791-985-7348	5981.7	MACHINERY 	carefully ironic packages haggle never about the slyly final foxes. deposits shall have to wake ag
7507	Customer#000007507	U4BrRPYbH8W	20	30-113-695-7257	3395.59	FURNITURE 	quickly even theodolites integrate. carefully final packages x-ray against the special deposits. somet
7508	Customer#000007508	wN S,XI7urlpIX2gpiQkU	4	14-851-395-3542	-294.68	BUILDING  	furiously express accounts sleep slyly after 
7509	Customer#000007509	O6Kzn7DwCEno4E637lYaI	14	24-313-234-4596	6214.63	BUILDING  	carefully bold theodolites use about the bold, fin
7510	Customer#000007510	Jelesl59ESFXlglVxFORcLGAUSeU4n U	9	19-917-791-2783	2261.44	MACHINERY 	ironic accounts among the pinto beans cajole since the ironic accounts-- furiously regular accounts use blithely flu
7511	Customer#000007511	1OcL7WkAL21hlq Ix 6,BJeymN F9SlPwbb87	4	14-301-214-7138	935.32	HOUSEHOLD 	even, bold asymptotes along the carefully express accounts wake quickly regular foxes. fluffi
7512	Customer#000007512	OFh c dXra3WbxK1KZ1P4nH1PA,pDDk	0	10-734-145-1695	9913.82	BUILDING  	final, final ideas kindle slyly. slyly special deposits are after the ironic accounts. furiously ir
7513	Customer#000007513	51qR4pbdFGxDE	13	23-624-112-6179	2692.6	FURNITURE 	evenly express requests hinder
7514	Customer#000007514	GMdeQOUH3DFbW4 k9Mh9WN21p,j95	6	16-315-216-2913	9502.74	FURNITURE 	ironic foxes boost fluffily. blithely express foxes sleep furiou
7515	Customer#000007515	KtC7nNdLchayK9H54LxN7uXkYvS	15	25-260-734-5078	1576.53	MACHINERY 	silent platelets boost furiously even instructions. bravely even foxes dazzle quickly. foxes before the c
7516	Customer#000007516	a0CvMm pWzxgkS3KeWDOj,pq0QgUumQQJfbM1Rl	22	32-167-440-4121	6642.03	HOUSEHOLD 	carefully pending accounts above the even ideas wake quickly unusual, ironic 
7517	Customer#000007517	jN8jmJ2dDW4Q4UVZyazy48yB0ogMb74q1Pz	0	10-424-671-9779	2582.19	MACHINERY 	quickly regular ideas after the slyly bold accounts are quickly even excus
7518	Customer#000007518	SgR IJQ4BCZgR00x6wFurXbkGJDAc2	21	31-829-534-1003	1872.96	HOUSEHOLD 	frets boost furiously beyond the final packages. carefully express requests affix furiously. furiously regular exc
7519	Customer#000007519	YBAFaLKmVQ 	21	31-153-697-1610	5732.19	MACHINERY 	slyly special packages cajole blithely. final instructions breach quickly quickly
7520	Customer#000007520	SYPep,BvS45MPd9FC2sdSuVOZ5WY	2	12-930-497-8322	942.4	AUTOMOBILE	requests haggle carefully against the slow, regular pinto beans. slyly ironic instructions a
7521	Customer#000007521	irYJbsA35pecrLZHFzPus1s2XXnYc zko97p	18	28-827-208-5586	7815.48	HOUSEHOLD 	blithely unusual pinto beans cajole slyly slyly ironic requests
7522	Customer#000007522	SrhYP JDI6qVpyVERT2xv9kwYuz4bMT	15	25-287-528-8205	1778.24	MACHINERY 	slyly unusual deposits after the ruthlessly permanent pinto beans wake ironic p
7523	Customer#000007523	CiSQJAsSa3t	12	22-742-512-1327	8779.47	FURNITURE 	furiously final asymptotes maintain furiously-- 
7524	Customer#000007524	7CQFpEgL 0 U	14	24-937-818-8707	645.42	AUTOMOBILE	furiously furious platelets above the quickly express accounts sleep 
7525	Customer#000007525	cmQbAkNkB68E sVcAEqAuTxtUT0PHUVxffCgg	10	20-566-550-4229	-536.85	MACHINERY 	furiously regular asymptotes integrate blithely. unusual, final packages along the carefully bold foxes cajole fu
7526	Customer#000007526	kcfMlz1EcQbTkEagzEEFFfAuvAoK6oq7s5imrp	10	20-305-999-8951	6101.89	AUTOMOBILE	slyly pending packages nag after the blithe deposits. requests promise? furiously ironic deposits wake c
7527	Customer#000007527	r76uNIC6oYLhyN4unv7OSHbZOz3KNe5P8zIU	18	28-720-172-4915	-570.84	HOUSEHOLD 	slyly bold theodolites use slyly. slyly special accounts 
7528	Customer#000007528	rVfaWyZRo0egtd0G9	21	31-775-470-3974	6890.19	HOUSEHOLD 	quickly even packages boost: ironic, brave ide
7529	Customer#000007529	G27kZLBe5j7Gw	0	10-381-800-7747	4509.58	MACHINERY 	packages above the careful, express packages grow carefully fluffily unusual ideas. carefully i
7530	Customer#000007530	bBbVRLXiWDWMeIG1g	14	24-604-723-2897	490.18	BUILDING  	ironic requests cajole carefully final reques
7531	Customer#000007531	ufUgT7XaDsI9JgUjSO7mG8Y4th9Ii0n9	4	14-621-401-6527	8463.87	BUILDING  	escapades thrash carefully across the car
7532	Customer#000007532	199QwGAtOz42dvvsyl	7	17-878-135-2338	9366.55	FURNITURE 	fluffily ironic instructions wake alongside of the pinto 
7533	Customer#000007533	i1I0Ol3GJYRSPGGXoN92oNJfo5GI7bhZ	10	20-418-103-6153	639.27	BUILDING  	furiously even foxes alongside of the express, regu
7534	Customer#000007534	UCH,u2BuvELAir9,HOJt6eEbKSzMQq,LXEvK	15	25-584-185-5018	6212.58	BUILDING  	furiously ironic pinto beans above the furiously special theodolites detect
7535	Customer#000007535	yULHF2 jthsBn	21	31-696-392-5388	838.07	FURNITURE 	even pains alongside of the quickly express requests are blithely final instructions. silent, even packages n
7536	Customer#000007536	wtE3hdu0YkkcT6xx	8	18-806-453-3419	3364.09	MACHINERY 	regular packages sleep quickly above the blithely special accounts. blithely ev
7537	Customer#000007537	OLdRPV67o9,	6	16-390-543-5659	9309.97	AUTOMOBILE	careful deposits along the theodolites cajole carefully across the silent, even packages. furiously
7538	Customer#000007538	ZDJyoyt5682p	14	24-768-656-7751	6749.4	MACHINERY 	closely unusual foxes are slyly quickly regular pinto beans. even, unusual theodolites th
7539	Customer#000007539	xsSWjJ3wte6XHdAIkokM	9	19-950-734-5920	3142.75	BUILDING  	even frays cajole permanent accounts. blithely permanent deposits need to are furiousl
7540	Customer#000007540	4 RWV3cTQWkvzR1pVKxteMbI9R	7	17-587-122-9078	7213.68	FURNITURE 	pending accounts after the blithely ironic dependencies nag a
7541	Customer#000007541	ZcSi EMGulLJSUH5olqhuE zquT4IO	6	16-585-243-7539	7401.83	FURNITURE 	regular, even requests are furiously regular pinto beans. regular, silent requests atop the bold pinto b
7542	Customer#000007542	88wtjwhPvDiVuoWw3rtq	10	20-595-827-8444	1552.22	FURNITURE 	theodolites about the even deposits might integrate quickly around t
7543	Customer#000007543	cHaB1,,l1eSikT28Hyp	14	24-197-368-5554	5109.56	FURNITURE 	even ideas nag slyly against the quickly regular deposits. fluffily final dolphins use carefully even dep
7544	Customer#000007544	UgBT0Yzp8fC0ILB,dVW,hrJQdtBTNnc	0	10-736-289-4188	8388.46	AUTOMOBILE	ideas cajole furiously. slyly silent deposits nag fu
7545	Customer#000007545	sL4qYt0analeU471TvfmXT	4	14-102-769-2247	6924.3	HOUSEHOLD 	regular packages shall have to haggle along the carefully regular foxes. blithely even foxes w
7546	Customer#000007546	xS9CMjqfgxdM,ZK	9	19-165-871-9488	5674.65	FURNITURE 	slyly ironic waters against the evenly regular requests cajole furiously 
7547	Customer#000007547	oQejVXAysg0en0S fth0	24	34-398-745-4119	1926.31	AUTOMOBILE	sly hockey players wake carefully: express requests sleep. pinto bean
7548	Customer#000007548	K5ynT,EfUGaRpZ5	24	34-394-100-8196	396.26	HOUSEHOLD 	bravely final warhorses serve furiously. bold, special requests across the slyly ironic ideas detect furious
7549	Customer#000007549	BYYX9inTOE97CmS	15	25-620-970-9693	2898.68	BUILDING  	unusual, even courts thrash. regular theodolites impress about
7550	Customer#000007550	gOAXd48PFyhmLup	8	18-134-590-5670	8137.68	FURNITURE 	quickly ironic theodolites haggle quickl
7551	Customer#000007551	Ix3VXNB5PM4P8HAugvZEO5r2pa4eobRJx	13	23-820-725-4702	5060.5	BUILDING  	final accounts according to the pending, regular ideas haggle slyly even dependencies. clo
7552	Customer#000007552	6mA1j6y9R40pk1DwqJhNnILOcH6kXHJAC3jQRwhr	24	34-935-670-1732	8857.79	FURNITURE 	slyly regular packages wake slyly against the carefully ironic ideas. car
7553	Customer#000007553	idOxc55xe0VtTg tMPsd	8	18-105-755-3375	8009.98	BUILDING  	theodolites about the blithely ev
7554	Customer#000007554	V3,ceTan4PFvDwAYkeFs	2	12-549-635-8947	3748.4	FURNITURE 	regular, express foxes nag blithely daring platelets
7555	Customer#000007555	ICFQHPKtb1P,PLEM,uIl76VBrkany6	3	13-253-144-8828	277.39	MACHINERY 	excuses cajole furiously above the quickly express deposits. silent, thin fox
7556	Customer#000007556	4szRm2atkg6JM	7	17-955-357-9073	7040.96	MACHINERY 	express requests boost carefully silent theodolites. furiously ironic ideas coul
7557	Customer#000007557	m8E30e6cBX ,PNgOysVjlx	12	22-603-851-3002	8513.21	AUTOMOBILE	furiously ironic packages sleep according to the car
7558	Customer#000007558	Rf95kPju,i3	10	20-477-970-9598	2578.28	FURNITURE 	quickly final accounts are furiously. care
7559	Customer#000007559	Amke1MdO2nyCwnwQgHRYB6QxASJl0n7m1bqGVje	20	30-437-823-7084	2146.21	FURNITURE 	express deposits sleep quickly final pinto beans. platelets doubt on the slyly regul
7560	Customer#000007560	6JbLPBiQlpzBytPnmREUIxC	21	31-545-763-8115	260.52	FURNITURE 	ironic courts print. final platelets sleep regular, final accounts. 
7561	Customer#000007561	dScrIQgPe2icGZ0o6y0	22	32-656-482-3524	9551.98	MACHINERY 	asymptotes use slyly carefully thin deposits. unus
7562	Customer#000007562	wZPe86j7VIf  iTlfC0lC	17	27-525-299-7835	4262.82	BUILDING  	even, regular pinto beans haggle slyly after 
7563	Customer#000007563	xMx8V55itlMcNRXrhRTmPMlPFXv93ngJuOW	5	15-124-514-5432	250.22	MACHINERY 	waters sleep final dolphins. accounts according to the special requ
7564	Customer#000007564	c8weXiX3n4kt7c4vPwV9	15	25-916-467-5854	1352.39	BUILDING  	quickly special packages along the fluffily fina
7565	Customer#000007565	uefVPfeuPEm	14	24-442-452-1427	1548.32	AUTOMOBILE	regular requests are carefully quickly final accounts. furiously unusual theodolites are. excuses nag above th
7566	Customer#000007566	dVpFYQz1Va	12	22-303-541-5381	5501.44	HOUSEHOLD 	express orbits eat quickly. slyly regular theodolites nag along the busy, unusual ideas! carefully 
7567	Customer#000007567	N,PhTEjpPhXhMxmveskZ9Dt0FoBn v	3	13-997-516-2221	5766.58	AUTOMOBILE	pains wake regular requests. blithely bold theodolites integrate care
7568	Customer#000007568	lyEOWUHOwTothEK5DTC,,Py73cc4bNE3	10	20-449-139-9871	6999.36	HOUSEHOLD 	slyly regular theodolites are according to the slyly regular accounts. carefully special instructions boost slyl
7569	Customer#000007569	bBocak efVoP	15	25-194-415-3694	2340.7	AUTOMOBILE	slyly regular deposits affix blithely above the regula
7570	Customer#000007570	TbUBvopqOueBV	4	14-451-133-3972	2084.07	AUTOMOBILE	pending, pending excuses sleep abo
7571	Customer#000007571	Dd6DAidzS4nQLZnCl9	16	26-899-720-4158	952.52	FURNITURE 	blithely regular deposits according to the ironic, bold 
7572	Customer#000007572	2fX15gtdM0JfT4WXJCeZD7l 	18	28-531-316-2831	1903.88	AUTOMOBILE	even foxes lose carefully. furiously special packages sleep furiously pending, bold deposits. reque
7573	Customer#000007573	4x04jg5Ez1EHvURk	3	13-147-316-7786	8407.36	AUTOMOBILE	theodolites after the pending, pending requests promise slyly around the carefully final 
7574	Customer#000007574	NH0K0GXIwUUNn2,MkQR7HsuIgw2XmmM8MLx	16	26-384-806-7076	5500.12	AUTOMOBILE	blithely even dependencies use q
7575	Customer#000007575	Y4kLT1tuDnw	13	23-500-353-6666	5502.92	FURNITURE 	final, unusual pinto beans among the final, special accounts detect blithely furiously even foxes. slyly even theod
7576	Customer#000007576	w9X3gRcvDVVIApu7iS,hUdOe	19	29-512-748-1362	8584.97	MACHINERY 	fluffily even packages against the caref
7577	Customer#000007577	fEmUd3TyEgHVF5erio9ON	20	30-269-269-8007	9636.25	MACHINERY 	idly final deposits cajole slyly slyly bold th
7578	Customer#000007578	0Vq2COyPCH2krnd3JA53 lrPLwZTR	23	33-344-600-6705	1512.44	FURNITURE 	slyly express escapades sleep according to the carefully special packages. pinto beans sleep. furiously fina
7579	Customer#000007579	D,j7hc1DjnQyeNyngr9PIK knZZEYrS1ms	23	33-975-262-7523	7525.01	BUILDING  	quickly regular deposits across the blithely silent packages use even, special request
7580	Customer#000007580	wjuLioofBS	22	32-540-605-6629	3925.49	FURNITURE 	bold, unusual packages cajole quickly close
7581	Customer#000007581	E0HbTFWpi5RmYn X2SMflPwJJnjdHT2Jm	14	24-523-502-3586	6634.66	FURNITURE 	unusual accounts haggle against the quickly even
7582	Customer#000007582	j sE5T1Zc7jxqQuz0t	2	12-912-347-3437	-281.09	HOUSEHOLD 	carefully regular deposits breach furiously blithely silent pinto beans. ironic instructions wake carefully. 
7583	Customer#000007583	2dVH1q8NDTLkY4un0h4DCzNdTO6AnISkrhbmb1v	5	15-421-341-9425	3696.53	BUILDING  	quickly silent foxes boost slyly against the even sheaves.
7584	Customer#000007584	ZSikBO2ADrbhZnY1ndxy8bmWZHv3Xi4XNUofJ	23	33-566-870-9102	8638.58	HOUSEHOLD 	slyly bold excuses above the regular 
7585	Customer#000007585	xdISIDHQ10QQlXyHQEbkWrgo0swi4yno1o	10	20-298-945-1462	8659.92	BUILDING  	packages boost carefully. careful accounts nag-- final, express frets haggle carefu
7586	Customer#000007586	qTcqIIdLHWCruEAqAxRJnD	9	19-841-177-7256	4278.23	HOUSEHOLD 	special, unusual sheaves haggle according to the blithely even platelets: carefully ironic 
7587	Customer#000007587	yYskNncw1pLoaIpHmD2zq1t	11	21-510-718-5210	6235.89	BUILDING  	blithely bold deposits haggle fluffily after the fluffily regular accounts. furiously 
7588	Customer#000007588	tqqK1YQm1a8PJlFsPUTL46UnKlyBiGke06yRDI 	21	31-317-679-6941	7677.24	AUTOMOBILE	requests after the sometimes ironic instructions integrat
7589	Customer#000007589	m4pY05H12Vw5s9FGECJks2KJux,A23LN67uriR8s	5	15-396-817-2360	-625.09	MACHINERY 	express deposits sleep. pinto beans across the furiously even
7590	Customer#000007590	DHOY6448jhDmxFQbdXsMSAB6Csrv0SD3uYx	3	13-248-390-9762	8108.62	BUILDING  	regular, regular requests are. blithely pending platelets wake furio
7591	Customer#000007591	wKfkWVN2N1pq2XXYkwtVPjukqpKzzR S	18	28-409-528-6762	714.8	BUILDING  	ironic deposits among the slyly regular instructions are 
7592	Customer#000007592	uWoTRALDqi2CG5h,tl,F,sNuu	13	23-619-730-9455	-384.03	BUILDING  	ironic deposits maintain alongside of the furiously unusual packages. furiously regular accounts integrate above th
7593	Customer#000007593	KWQNL9hnMSC1ml4nJZa18pZtFq	17	27-699-690-5448	541.64	AUTOMOBILE	regular dependencies eat furiously. carefully express theodolites against the deposits haggle furiously
7594	Customer#000007594	I8JIcdTIJV8j2i2YnDperJDUHZ9PQjcu jpXh	3	13-637-576-5415	4232	BUILDING  	slyly special instructions boost furiously silent, pending frays. silent excuses haggle carefully. slyly 
7595	Customer#000007595	,jZgjDELrepu,4sfF2U	16	26-798-796-6022	-698.16	HOUSEHOLD 	furiously blithe deposits affix car
7596	Customer#000007596	U,luGl VyIEtn2HK	7	17-576-910-6034	1029.16	AUTOMOBILE	carefully unusual requests sleep. quickly pending packages nag furiously platelets. bold accounts detect furio
7597	Customer#000007597	tGHkKaC4x JV52ECjXv nJ0m08kaok	17	27-812-862-4908	3107.95	MACHINERY 	regular accounts integrate blithely against the pending, regular accounts. ironic excuses sleep doggedly accord
7598	Customer#000007598	7iLTHL1xfHJWhFuEDo	10	20-534-482-1060	5342.51	BUILDING  	special instructions sleep along the carefully regular excuses. deposits are about the ironic, unusual accounts. 
7599	Customer#000007599	FuEWqzrL9BkfhdcDv8FLVxDs8oku	20	30-363-760-3494	7607.53	HOUSEHOLD 	carefully regular requests nag slyly along the slyly 
7600	Customer#000007600	Eysujmu9pwhvX6HgYORjcqo	2	12-914-957-6740	4849.3	MACHINERY 	blithely even accounts around the carefully even pinto beans wake quie
7601	Customer#000007601	IXiqE5v2BTSaKmdD9bYdqY8WWcGOICcCftJ	1	11-290-175-9866	1108.86	MACHINERY 	pending, ironic theodolites are after the ironic, final deposits. slyly even instruction
7602	Customer#000007602	iOQzXCMG5DJ7LFH5mT2fkjFqYBwOq hvMcWxv9	16	26-483-761-8816	613.88	MACHINERY 	even instructions with the furiously ironic pinto beans haggle slyly even deposits. regular de
7603	Customer#000007603	nFw5Aw3h4aSpHqBK2T2HqojbCDtGe9I,HSIftc9	24	34-818-900-1131	8347.4	FURNITURE 	pearls after the requests sleep slyly against the carefully final instructions. regular requests 
7604	Customer#000007604	EfpiaOEoz uk5v8pw0JqLTT6DfkZ4E80O8pRxy9	20	30-824-988-1685	9846.33	BUILDING  	carefully final accounts are among the ironic ideas? furiously unusual theodolites along the fluff
7605	Customer#000007605	Q0Z5WfkbwslBIW5oqD34mmyEly	3	13-711-791-9082	1351.78	HOUSEHOLD 	final ideas haggle permanently furiously express accounts. unusual, special notornis sleep after the carefull
7606	Customer#000007606	74NoRgOi3BeRdZF6DmBT	23	33-565-239-3742	2341.22	HOUSEHOLD 	slyly bold requests cajole? blithely even theodolites wake slyly after the slyly regul
7607	Customer#000007607	8PqELp1J0dlwGQSLmPOM9V1VuBdabpx	6	16-591-416-3072	-161.08	FURNITURE 	final asymptotes solve furiously unusual depths. final 
7608	Customer#000007608	QoJia7oTjWFc3Vx DItjhCOVvzvb8cVQ72T02tp	3	13-798-830-3038	7594.61	AUTOMOBILE	even requests wake carefully express deposits. regular packages are carefully across 
7609	Customer#000007609	CfkHvv8eTJMxl7	16	26-502-114-6512	7707.86	AUTOMOBILE	packages according to the blithely express requests cajole furiously furiously express packages. final
7610	Customer#000007610	JqJbfAZBagr4V1	6	16-935-752-1105	8039.03	BUILDING  	unusual ideas cajole. quickly ironic multipliers sleep fluffily carefully final pearls. ironic
7611	Customer#000007611	ESS9PpkNJcL45wiVWwkBG7jlloi	16	26-364-837-8425	8045.97	FURNITURE 	slyly ironic theodolites near the furiously ironic pinto b
7612	Customer#000007612	bFi6YLD0e,Fjd9TbCy5V	7	17-995-989-4351	3693.36	MACHINERY 	carefully pending ideas alongs
7613	Customer#000007613	GNwnJ2mq wKBe2VqPt9vtkHQJ	24	34-462-539-8733	-707.81	FURNITURE 	regular pinto beans print slow
7614	Customer#000007614	epRhjvclzP76,iFsDqSv9fLNhHAmpCmj2WNioz	14	24-795-992-4480	3789.94	BUILDING  	asymptotes boost along the blithely close deposits. ideas sleep. regular packages haggle carefully 
7615	Customer#000007615	eaTEIBU0rgz8j9BjFD,j06TeH9ZHHRqqNlll	17	27-396-293-9056	5568.08	MACHINERY 	carefully even theodolites about the final, unusual requests nag after the epitaphs. bold acc
7616	Customer#000007616	XplFsMfbrMFG	11	21-475-126-2922	3777.97	MACHINERY 	bold theodolites cajole quickly about the furiously final foxes. special foxes are s
7617	Customer#000007617	s5SqjjtMSNFd4tkYOqYsjg0c5DMOmjv	20	30-347-221-1315	2388.44	AUTOMOBILE	furiously special courts are blithely. regular foxes should have to 
7618	Customer#000007618	wk7w7jDky2ckun3Dr3q95N7WoAGHTdKqBt a	22	32-772-946-9175	1448.61	HOUSEHOLD 	quietly ironic deposits detect furiously regular deposits. bold, ironic instru
7619	Customer#000007619	NteECd0HlW49CmXFJV0mu1MZadYPWD	14	24-434-358-6879	1807.89	MACHINERY 	even asymptotes are blithely: furiously ironic platelets dazzle along the quiet, bold requests. furiously regular pa
7620	Customer#000007620	6WRQC6OnFLddFf7cpIkx5sJs5W	17	27-439-239-6261	1234.82	MACHINERY 	final requests boost carefully reques
7621	Customer#000007621	g1jgk1SGN3NDTrOI8tRvbsltl8NlEar	16	26-720-526-1567	5641.24	MACHINERY 	blithely ironic deposits sleep slyly. quickly bold platelets against the careful packages print bravely blithely f
7622	Customer#000007622	1kL9z8klJmdHmvx28K	9	19-572-947-5581	1305.99	HOUSEHOLD 	slow packages above the accounts are carefull
7623	Customer#000007623	GY 0PkbYF38NxC5OnJofm	4	14-712-150-1344	2798.34	BUILDING  	silent, busy dependencies along the quickly ironic p
7624	Customer#000007624	MJp8FIl5t4Y	23	33-896-587-3283	4688.73	MACHINERY 	special pinto beans are furiously. blithely express accounts are regularly ironic packages? furiously 
7625	Customer#000007625	7XV3SDXXFB	12	22-219-910-4889	8460.3	FURNITURE 	special courts according to the blit
7626	Customer#000007626	6UwlmTYILGCjjS6	2	12-602-828-4699	4374.43	FURNITURE 	ironic waters cajole carefully according to the blithely p
7627	Customer#000007627	4xVOI8X,bsqf54jFofXkhAiHnnYP3	0	10-354-892-2673	6114.18	FURNITURE 	furiously unusual packages maintai
7628	Customer#000007628	sMCrxnMBEsc3E4NLC3Tw6GTZw2QWky3wwGCE	8	18-554-651-8908	8021.11	HOUSEHOLD 	regular dolphins sleep across the quickly quick instr
7629	Customer#000007629	pwUjCifByq8OQCOct2xzAXWbUh7vGINrH	12	22-346-589-6353	3913.87	AUTOMOBILE	regular, special packages sleep carefully. blithely final theodolites int
7630	Customer#000007630	n0mfLHSSrd5s,Hi88A7ArNQBExybSmJOjSPUqLN	18	28-498-194-4719	9439.47	BUILDING  	even instructions alongside of the a
7631	Customer#000007631	8EaQ9s1NYDPLmrTSkFRnSx8Aj5kLyXZ	23	33-712-417-7550	5285.4	HOUSEHOLD 	carefully regular requests might w
7632	Customer#000007632	qAy,vT9ajCtuBf	12	22-950-429-8360	4748.03	AUTOMOBILE	carefully bold pinto beans cajole about the quickly ir
7633	Customer#000007633	BlGk4KOM0i0q5oaH4GOVSLpPn6EHp2,	19	29-797-538-3006	4082.77	AUTOMOBILE	ironic, even requests are quickly along the boldly regular ideas. slyly silent dependencies are blithel
7634	Customer#000007634	eiResahEh,kkmHNBMIosOASsuYGzaKlVDxYK	3	13-445-574-4746	-907.57	HOUSEHOLD 	quickly even instructions nod slyly. fluffily regular foxes affix furiously. slyly special requests sleep al
7635	Customer#000007635	6pQvpn dZRw17tbIepv9BryqjHXV7uk	10	20-153-234-3541	1367.07	AUTOMOBILE	blithely regular deposits boost furiously across the furiously quick deposits. blithely final packages sleep fu
7636	Customer#000007636	JTOZKTjMGn71nyC5zzaL lgYzqCdd	6	16-634-192-3524	6246.96	BUILDING  	quickly ironic platelets haggle. car
7637	Customer#000007637	YXCuNsrSd8Dz4nM3X IxpR	10	20-322-183-8186	6681.19	AUTOMOBILE	blithely final instructions affix quickly. ironic excuses alongside of the blithely ironic requests sleep after t
7638	Customer#000007638	4PM8KzwshFtn lbEk91d6K7SCQrtgX	12	22-607-165-8480	750.79	AUTOMOBILE	pending accounts cajole furiously above the quickly ironic instructions. requests are about the sheav
7639	Customer#000007639	oE oPO5I,wukcqUM4jpd3T6wJDPAIM4nuCW	15	25-338-633-5225	-544.01	BUILDING  	final requests cajole foxes. final ins
7640	Customer#000007640	blU0ryHzf82v	0	10-703-790-6910	6766.23	HOUSEHOLD 	furiously final packages cajole slyly within the carefully bold accounts; final,
7641	Customer#000007641	Od6Xtd6g4hEvbvO	17	27-473-839-3321	69.22	HOUSEHOLD 	ironically even accounts sleep fluffily accor
7642	Customer#000007642	P2vcECOoHdhslB39QI88TrsWDOvrDi0	18	28-919-707-4690	6317.09	MACHINERY 	fluffily final theodolites sleep. bold, express 
7643	Customer#000007643	nRV9GYzmYUvoUKuoI96PVtDvWOt3X	14	24-285-786-5021	8352.96	BUILDING  	fluffily regular sheaves affix blithely about the bold, regular foxes. blithely final foxes agai
7644	Customer#000007644	BTUXqaSW4L	10	20-405-835-2090	4326.45	MACHINERY 	carefully final packages among the final, unusual theodolites cajole
7645	Customer#000007645	4 FHgqQyt1fWN	1	11-852-571-7244	2709.35	MACHINERY 	busily regular asymptotes cajole up the express, regular deposits. carefully quiet theodolites sleep furiously fu
7646	Customer#000007646	hd2tiDaBJ6AlHDR2hkjTsk4Ko	5	15-949-951-3192	4966.45	BUILDING  	ruthless epitaphs boost carefully. ca
7647	Customer#000007647	RjwmohQSZYWW2T9	15	25-503-180-3690	1135.79	FURNITURE 	fluffily ironic accounts are carefully. dependencies nag slyly furiously ironic tithes--
7648	Customer#000007648	npw UQpzSxvKiN3nVMnc64jPTWPnVIRc	14	24-990-162-5564	2202.85	MACHINERY 	ironic requests lose furiously about the close requests. blit
7649	Customer#000007649	wr8BqMzHKj5ZyuinNoMj,nd eGThP6UJ	5	15-268-595-2774	6188.12	MACHINERY 	bravely ironic accounts grow permanently. carefully final pinto beans believe quickly fu
7650	Customer#000007650	,rtUzL3vx62Udz3d0VkloZ9cADpqfrZbZtHqr	14	24-352-165-7830	7743.3	AUTOMOBILE	finally bold instructions nod furiously unusual packages. qu
7651	Customer#000007651	CTxA2u8lAdSmxg6LbRCsGx66 YEOrZZeeq	14	24-362-113-4686	9619.29	FURNITURE 	slyly unusual dependencies doubt furiously foxes. carefully final accounts detect. pe
7652	Customer#000007652	BgFEwzCDosZbBi9fjdFNNHQaFpe0s4K9,Zl	1	11-590-692-5306	2468.07	AUTOMOBILE	deposits use furiously except the express deposit
7653	Customer#000007653	yYb3SnpbVAwMK6h0CHG2VKMfxYAohRWukh	12	22-111-112-9521	8849.22	AUTOMOBILE	closely even requests cajole. slyly regular requests are furiously across the regular packages-- regular asym
7654	Customer#000007654	ygFqfLEnfyUWhcNqp6VRdDUAjxfE06	13	23-974-644-1001	6862.5	MACHINERY 	carefully regular packages are final pac
7655	Customer#000007655	fgKQ8Gucco	12	22-916-194-6190	1089.58	HOUSEHOLD 	carefully regular pinto beans across the ironic packages sleep quickly final package
7656	Customer#000007656	WzVmFgGHHCV4h8bAGr	16	26-456-310-4303	6444.24	FURNITURE 	fluffily special courts against the ironically bold braids detect against the fluffily regular reque
7657	Customer#000007657	tVN5DD jY9xlQu2Bbx8K 5G1BnTZp1jsZfexrSm5	0	10-686-219-5509	354.18	BUILDING  	idly pending accounts impress
7658	Customer#000007658	nNiqHQdBWHc	8	18-998-613-5567	-363.54	FURNITURE 	requests are blithely after the blithely even requests. even, silent courts ag
7659	Customer#000007659	FrdKJTbnLKPYJo59CBly	9	19-232-305-5646	3871.84	AUTOMOBILE	slyly blithe ideas nag fluffily. bold dugouts use alongside of the even theodolites. fluffily regular de
7660	Customer#000007660	y8WNbDIW6FbO7G2BcbdawtkS99cbuuq	9	19-869-960-8262	6936.73	MACHINERY 	carefully regular requests use blithe
7661	Customer#000007661	3DTPqhsp2R	13	23-517-360-3539	5709.59	MACHINERY 	final theodolites nag furious
7662	Customer#000007662	0jEPpojU8gsxd0gBt6vCTO4qo	15	25-893-569-8054	6075.93	AUTOMOBILE	blithely regular pinto beans nag against the bold accounts. packages across the fin
